key,som_key,lon,lat
5189_PBF001,1648,118028.0,392577.0
B22E0095001,1280,247840.0,523260.0
VILT007001,1011,192557.0,410444.0
B29A0066001,2176,265138.46,491536.99
B39H0312001,644,171821.18,426709.62
B33E0273001,421,202992.73,468305.39
SANG012001,2139,173303.0,382453.0
B28F0342001,2294,252146.85,492039.27
B45G0241001,2322,167472.0,408494.0
B28H0617001,1327,255157.1561,483474.8755
TONG004001,1253,182196.0,414306.0
B17A0098001,857,220520.0,547680.0
B17D1435001,2858,237690.0,525949.0
B17C1757001,2741,224289.0,532911.0
B34F1468001,2844,256769.61,474792.81
21FP9012001,262,216138.0,518577.0
WA306.170001,2616,224288.0,532896.0
B43E0290001,117,87419.0,421319.0
B34D0360001,1325,238500.0,460350.0
B38E1620001,50,128017.0,448887.0
B17B0096001,1456,234270.0,546860.0
B28F0164001,2852,251562.15,491151.81
PEVE010_2001,2954,186938.0,379454.0
21EC307A001,200,203729.0,517158.0
B28A0103001,1288,228500.36,491933.0
WA190.104001,803,220375.0,524130.0
B41A0097001,1664,222537.32,439698.36
B17D0197001,1692,238037.0,533699.0
B39H0384001,704,176081.387,437034.7004
LAAR006001,1251,186154.0,413261.0
B31D1423001,87,115757.0,459286.0
B43H0256001,55,92886.0,404009.0
B17D1455001,1449,235268.0,533206.0
B17D0030001,1020,238870.0,534720.0
B17D0181001,960,235586.0,533272.0
B46C0118001,1556,188896.0,405642.0
B32B0257001,483,157725.0,463891.0
B45F0281001,1005,177399.0,418154.0
B27D0519001,1474,193892.73,479976.02
LAAR007001,1736,185936.0,413388.0
21CC810A001,448,188735.0,502260.0
B21F0004001,480,212062.0,518769.0
B22C0549001,2986,227909.65,500984.34
B46B0693001,709,194614.0,419572.0
10-640002,280,55173.0,426965.0
BUND001001,2917,174718.0,390270.0
REFV094_3001,2076,172252.0,383098.0
B34F1459001,2786,255231.62,474487.57
B45H0192001,1781,173350.0,404310.0
B33B0328001,786,195520.0,472685.0
10-703001,1139,55218.0,427531.0
B51C1815001,2777,147775.0,376094.0
B45G0269002,1610,168326.0,409330.0
B27A0244001,999,185678.2107,490891.6532
B26G1790001,2218,168433.0,481039.0
10-697001,2631,57717.0,428107.0
B22C0567001,872,223530.18,507267.41
22CG108C001,2806,221650.0,504245.0
B34E0317001,2674,241070.0,464790.0
B57F0061001,2310,177643.0,373415.0
GROO008001,2595,181949.0,372890.0
ASTE010001,2600,185274.0,379787.0
B41D0049001,2307,235487.41,435519.34
PEVE009_2001,2956,186997.0,381601.0
B28A0005002,984,223024.0,492449.0
B33F0166001,1542,217970.0,469280.0
