key,som_key,lon,lat
B52B0237001,2749,196765.0,387890.0
B52E0155002,2901,206726.0,392415.0
B52B0381001,2749,196500.0,388080.0
B49E0377001,523,89470.0,391418.0
B60B1247001,958,195613.0,348806.0
B32D0143001,1631,154470.74,451420.83
8141001,43,79067.0,385352.0
B52E0025001,2965,207941.0,393457.0
B52B0242001,2931,196080.0,388385.0
5005001,39,109192.0,404644.0
B52E3248001,240,206074.0,394183.0
B41B0481002,2276,239074.0,448496.0
B52E0155001,2901,206726.0,392415.0
B21B0439001,266,196479.71,522762.78
EA_NA_B11001,1996,263447.0,529379.0
2134001,788,125551.0,411259.0
B52E0028001,1600,209416.0,391942.0
B50B0376001,1150,118516.0,394500.0
B41B0480002,2276,239090.0,448224.0
